question,role,category,difficulty
What are the common mistakes new project managers make?,project_manager,technical,medium
How do you demonstrate value as a project manager?,project_manager,technical,medium
What are the key responsibilities of a project manager?,project_manager,technical,medium
How do you stay updated in the project manager field?,project_manager,technical,medium
How do you manage a portfolio of 10 simultaneous projects?,project_manager,technical,hard
What is program vs project management?,project_manager,technical,hard
How do you build a PMO from scratch?,project_manager,technical,hard
What is benefits realization management?,project_manager,technical,hard
How do you manage organizational change through a project?,project_manager,technical,hard
Describe the most complex project you have managed.,project_manager,technical,hard
Tell me about turning around a failing project.,project_manager,technical,hard
How have you driven cultural change through PM practices?,project_manager,technical,hard
A $10M project is 6 months behind and 30% over budget. What do you do?,project_manager,technical,hard
How would you manage a company-wide ERP implementation?,project_manager,technical,hard
How would you lead a post-merger integration project?,project_manager,technical,hard
You must cut 20% of project scope. How do you decide what to cut?,project_manager,technical,hard
How do you measure project success beyond on-time delivery?,project_manager,technical,hard
"What is agile scaling (SAFe, LeSS) and when do you use it?",project_manager,technical,hard
How do you build a project governance framework?,project_manager,technical,hard
What are the key responsibilities of a project manager?,project_manager,technical,hard
How do you stay updated in the project manager field?,project_manager,technical,hard
What tools does a project manager use daily?,project_manager,technical,hard
What are the biggest challenges facing project managers today?,project_manager,technical,hard
How do you measure success as a project manager?,project_manager,technical,hard
What certifications are valuable for a project manager?,project_manager,technical,hard
How does a project manager collaborate with other teams?,project_manager,technical,hard
What is your approach to continuous improvement as a project manager?,project_manager,technical,hard
How do you handle competing priorities as a project manager?,project_manager,technical,hard
What does great performance look like for a project manager?,project_manager,technical,hard
How do you approach professional development as a project manager?,project_manager,technical,hard
What industry trends should a project manager know about?,project_manager,technical,hard
How do you build credibility as a project manager?,project_manager,technical,hard
What are the common mistakes new project managers make?,project_manager,technical,hard
How do you demonstrate value as a project manager?,project_manager,technical,hard
What are the key responsibilities of a project manager?,project_manager,technical,hard
How do you stay updated in the project manager field?,project_manager,technical,hard
What tools does a project manager use daily?,project_manager,technical,hard
What are the biggest challenges facing project managers today?,project_manager,technical,hard
How do you measure success as a project manager?,project_manager,technical,hard
What certifications are valuable for a project manager?,project_manager,technical,hard
How does a project manager collaborate with other teams?,project_manager,technical,hard
What is your approach to continuous improvement as a project manager?,project_manager,technical,hard
How do you handle competing priorities as a project manager?,project_manager,technical,hard
What does great performance look like for a project manager?,project_manager,technical,hard
How do you approach professional development as a project manager?,project_manager,technical,hard
What industry trends should a project manager know about?,project_manager,technical,hard
How do you build credibility as a project manager?,project_manager,technical,hard
What are the common mistakes new project managers make?,project_manager,technical,hard
How do you demonstrate value as a project manager?,project_manager,technical,hard
What are the key responsibilities of a project manager?,project_manager,technical,hard
How do you stay updated in the project manager field?,project_manager,technical,hard
What tools does a project manager use daily?,project_manager,technical,hard
What are the biggest challenges facing project managers today?,project_manager,technical,hard
How do you measure success as a project manager?,project_manager,technical,hard
What certifications are valuable for a project manager?,project_manager,technical,hard
How does a project manager collaborate with other teams?,project_manager,technical,hard
What is your approach to continuous improvement as a project manager?,project_manager,technical,hard
How do you handle competing priorities as a project manager?,project_manager,technical,hard
What does great performance look like for a project manager?,project_manager,technical,hard
How do you approach professional development as a project manager?,project_manager,technical,hard
What industry trends should a project manager know about?,project_manager,technical,hard
How do you build credibility as a project manager?,project_manager,technical,hard
What are the common mistakes new project managers make?,project_manager,technical,hard
How do you demonstrate value as a project manager?,project_manager,technical,hard
What are the key responsibilities of a project manager?,project_manager,technical,hard
How do you stay updated in the project manager field?,project_manager,technical,hard
