question,role,category,difficulty
What is blue-green deployment?,system_design,technical,medium
What is a canary deployment?,system_design,technical,medium
How would you design a coupon system?,system_design,technical,medium
How would you design a subscription billing system?,system_design,technical,medium
How would you design a multi-region database?,system_design,technical,medium
How would you design a real-time stock price system?,system_design,technical,medium
Design Twitter's trending topics.,system_design,technical,hard
Design Google Drive.,system_design,technical,hard
Design YouTube's video processing pipeline.,system_design,technical,hard
Design a global distributed database with strong consistency.,system_design,technical,hard
Design a real-time analytics dashboard for 10M users.,system_design,technical,hard
Design a recommendation system for Netflix.,system_design,technical,hard
Design a payment processing system.,system_design,technical,hard
Design a search engine like Google.,system_design,technical,hard
Design multi-region deployment with zero downtime.,system_design,technical,hard
Design a distributed locking service.,system_design,technical,hard
Design Instagram's photo sharing system.,system_design,technical,hard
Design Uber's dispatch system.,system_design,technical,hard
Design WhatsApp's messaging system.,system_design,technical,hard
Design Airbnb's booking system.,system_design,technical,hard
Design Amazon's shopping cart.,system_design,technical,hard
Design a global DNS system.,system_design,technical,hard
Design a stock exchange trading system.,system_design,technical,hard
Design a live video streaming platform.,system_design,technical,hard
Design a global chat application for 1 billion users.,system_design,technical,hard
Design a web crawler.,system_design,technical,hard
Design a code deployment system.,system_design,technical,hard
Design a distributed job scheduler at Google scale.,system_design,technical,hard
Design a fraud detection system.,system_design,technical,hard
Design a proximity service like Yelp.,system_design,technical,hard
Design a digital wallet system.,system_design,technical,hard
Design a news feed system.,system_design,technical,hard
Design a cloud storage system like S3.,system_design,technical,hard
Design a ride-sharing matching algorithm.,system_design,technical,hard
Design a distributed metrics and alerting system.,system_design,technical,hard
Design a multi-player online game server.,system_design,technical,hard
Tell me about the most complex system you have designed.,system_design,technical,behavioral
How have you influenced architectural decisions at org level?,system_design,technical,behavioral
Describe a system design failure you learned from.,system_design,technical,behavioral
How would you design for a startup scaling 0 to 10M users?,system_design,technical,situational
A system is failing under Black Friday load. Walk me through.,system_design,technical,situational
How would you design a system with 99.999% availability?,system_design,technical,situational
How would you redesign a legacy monolith to cloud-native?,system_design,technical,situational
You need to reduce infrastructure costs by 40%. How?,system_design,technical,situational
How would you design a GDPR-compliant data system?,system_design,technical,situational
How would you build a multi-cloud architecture?,system_design,technical,situational
What is the Raft consensus algorithm?,system_design,technical,hard
What is Paxos?,system_design,technical,hard
What is a vector clock?,system_design,technical,hard
What is a Merkle tree?,system_design,technical,hard
How do you implement a distributed transaction with 2PC?,system_design,technical,hard
What is the difference between leader election algorithms?,system_design,technical,hard
How do you design a geo-distributed system with low latency?,system_design,technical,hard
What is a write-ahead log?,system_design,technical,hard
How do you implement change data capture?,system_design,technical,hard
How do you design a system for exactly-once delivery?,system_design,technical,hard
How do you design a petabyte-scale data warehouse?,system_design,technical,hard
How do you build a self-healing distributed system?,system_design,technical,hard
